title,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
Oculus,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
God's Not Dead,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cold in July,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Rio 2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Honest Liar, An",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fading Gigolo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transcendence,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
Hatchet III,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Other Woman, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Haunted House 2, A",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mulan II,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Brick Mansions,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Locke,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Neighbors,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alpha and Omega 3: The Great Wolf Games,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mom's Night Out,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
X-Men: Days of Future Past,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Godzilla,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Walk of Shame,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blue Ruin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Chef,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afflicted,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
Blended,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Begin Again,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Maleficent,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Zombeavers,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
At Middleton,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Dance of Reality, The (Danza de la realidad, La)",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
A Million Ways to Die in the West,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Edge of Tomorrow,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Mission: Impossible - Rogue Nation,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Midnight Chronicles,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Million Dollar Arm,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
G.B.F.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jimi: All Is by My Side,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bad Asses (Bad Ass 2),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lilting,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Fault in Our Stars,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Tangled Ever After,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maps to the Stars,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22 Jump Street,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Equalizer, The",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
How to Train Your Dragon 2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Birdman: Or (The Unexpected Virtue of Ignorance),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Boyhood,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Think Like a Man Too,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Jersey Boys,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Nick Fury: Agent of S.H.I.E.L.D.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Internet's Own Boy: The Story of Aaron Swartz, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Transformers: Age of Extinction,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Frank,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
They Came Together,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Honey (Miele),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Planes: Fire & Rescue,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tammy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colourful (Karafuru),0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
"Babadook, The",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
Whiplash,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gone Girl,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"Angriest Man in Brooklyn, The",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dawn of the Planet of the Apes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Deliver Us from Evil,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
And So It Goes,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Sex Tape,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I Origins,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Purge: Anarchy, The",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Guardians of the Galaxy,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Signal, The",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
The Expendables 3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hercules,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Most Wanted Man,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Life After Beth,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Felony,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Get on Up,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Magic in the Moonlight,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Housebound,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
The Hundred-Foot Journey,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Batman: Assault on Arkham,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
White Frog,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Den, The",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Jupiter Ascending,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Teenage Mutant Ninja Turtles,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'll Follow You Down,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"Old Lady and the Pigeons, The (La vieille dame et les pigeons)",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Giver, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Pretty One, The",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Revenge of the Green Dragons,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Let's Be Cops,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Inbetweeners 2, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sacrament, The",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Sin City: A Dame to Kill For,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
If I Stay,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Two Days, One Night (Deux jours, une nuit)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Coherence,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
"As Above, So Below",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"One I Love, The",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Headshot,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"Guest, The",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pride,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Honeymoon,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Drop,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"20,000 Days on Earth",0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
The Skeleton Twins,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Beautiful Losers,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Maze Runner, The",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Camp X-Ray,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Walk Among the Tombstones, A",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Laggies,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cesar Chavez,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Who Am I (Kein System Ist Sicher),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Tale of Princess Kaguya, The (Kaguyahime no monogatari)",0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
This Is Where I Leave You,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Angel's Egg (Tenshi no tamago),0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
American Sniper,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tusk,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Hector and the Search for Happiness,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Horns,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Annabelle,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Two Night Stand,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dracula Untold,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Stretch,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Autómata (Automata),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Captive, The",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Predestination,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
Justin and the Knights of Valour,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ward 13,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
What We Do in the Shadows,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
John Wick,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Plastic,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Judge, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Culture High, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fury,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"Salvation, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
St. Vincent,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rewrite, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Nightcrawler,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Big Hero 6,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Book of Life,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Love, Rosie",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Time Lapse,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
Ex Machina,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
Crippled Avengers (Can que) (Return of the 5 Deadly Venoms),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mr Hublot,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Copenhagen,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Simpsons: The Longest Daycare, The",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Generation War,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Christmas in Connecticut,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Leviathan,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Reign of Assassins,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zulu,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Tangerines,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Life Partners,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Drive Hard,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
New Kids Nitro,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stalingrad,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
Dead Snow 2: Red vs. Dead,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Volga - Volga,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
You Are the Apple of My Eye,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
DeadHeads,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Imitation Game,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
Inherent Vice,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0
Rudderless,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Hunger Games: Mockingjay - Part 1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Sex Ed,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Exodus: Gods and Kings,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wild Tales,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Jetsons: The Movie,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Ski School,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dumb and Dumber To,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Longest Week,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Miss Meadows,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Too Many Cooks,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Painted Skin,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
The Theory of Everything,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Doctor Who: The Time of the Doctor,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Virunga,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
The Madagascar Penguins in a Christmas Caper,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Song of the Sea,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
In the Heart of the Sea,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hello Ladies: The Movie,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jurassic World,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
Watermark,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Citizenfour,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Asterix: The Land of the Gods (Astérix: Le domaine des dieux),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hit by Lightning,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Horrible Bosses 2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Double Trouble,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Dragonheart 2: A New Beginning,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
La Belle Verte,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Penguins of Madagascar,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'71,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
The Rabbi's Cat (Le chat du rabbin),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Still Alice,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Paddington,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maze Runner: Scorch Trials,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ice Age: A Mammoth Christmas,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Voices,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Courier,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
The Green Prince,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Dying of the Light,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Hellbenders,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Omega Doom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
By the Gun,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Kill the Messenger,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
Bring It On: In It To Win It,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fans,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Mule,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Hobbit: The Battle of the Five Armies,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Selma,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Unbroken,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Black Sea,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Good Copy Bad Copy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Playing It Cool,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
National Lampoon's Bag Boy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Closer to the Moon,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Girl Walks Home Alone at Night, A",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
Dave Chappelle: For What it's Worth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scooby-Doo! Abracadabra-Doo,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mommy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wild,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Top Five,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bill Burr: I'm Sorry You Feel That Way,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Big Eyes,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Into the Woods,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"Men, Women & Children",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Interview,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kingsman: The Secret Service,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bill Burr: You People Are All the Same,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Night at the Museum: Secret of the Tomb,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Paradox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
The Punisher: Dirty Laundry,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Seventh Son,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Corner Gas: The Movie,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Man Called Blade,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
A Merry Friggin' Christmas,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Into the Forest of Fireflies' Light,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
PK,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0
Chappie,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Salt of the Earth,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Fool,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Taken 3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Blackhat,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
By the Law,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Son of a Gun,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Terminator Genisys,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
John Mulaney: New In Town,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patton Oswalt: My Weakness Is Strong,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hound of the Baskervilles,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0
Man on High Heels,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Space Buddies,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Houdini,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
To Grandmother's House We Go,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101 Dalmatians II: Patch's London Adventure,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hungover Games,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Duke of Burgundy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Red Army,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
It Follows,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Town that Dreaded Sundown,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Carry on Cabby,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Carry on Cruising,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bill Burr: Let It Go,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bill Burr: Why Do I Do This?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Killer Movie,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Sebastian Maniscalco: What's Wrong with People?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stuart Little 3: Call of the Wild,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Guy X,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tooth Fairy 2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Diary of Anne Frank,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
The Deadly Bees,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Wicked Blood,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Oblivion 2: Backlash,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Mad Max: Fury Road,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Insidious: Chapter 3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
Star Wars: Episode VII - The Force Awakens,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
Warcraft,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Avengers: Age of Ultron,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Justice League,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ant-Man,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Fantastic Four,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Deadpool,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Black Panther,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Avengers: Infinity War - Part I,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Thor: Ragnarok,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Guardians of the Galaxy 2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Captain America: Civil War,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Doctor Strange,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
X-Men: Apocalypse,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Untitled Spider-Man Reboot,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Elsa & Fred,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
